"Freq [GHz]","Phi [deg]","Theta [deg]","mag(rEL3X) [V]","mag(rEL3Y) [V]"
83,0,73,1.04102818107899,0.00190502266660313
83,0,74,1.11863688546856,0.00202655454353266
83,0,75,1.18596156958901,0.00213972973446952
83,0,76,1.24368217951867,0.0022446928908249
83,0,77,1.29245895409771,0.00234160185883838
83,0,78,1.33292679996839,0.00243062354128801
83,0,79,1.36569105691453,0.00251193009438481
83,0,80,1.39132435226301,0.00258569543643536
83,0,81,1.41036435408669,0.00265209205615021
83,0,82,1.4233122863869,0.00271128811374742
83,0,83,1.43063209822167,0.00276344483036751
83,0,84,1.43275019638589,0.00280871416230357
83,0,85,1.43005566360667,0.00284723675701874
83,0,86,1.42290089394293,0.00287914018822881
83,0,87,1.41160258539253,0.00290453746768593
83,0,88,1.39644303716921,0.0029235258319279
83,0,89,1.37767170595636,0.0029361858030261
83,0,90,1.35550698176359,0.00294258052348998
83,0,91,1.33013814982159,0.00294275536683065
83,0,92,1.30172751023616,0.00293673782694365
83,0,93,1.27041263185739,0.00292453769141994
83,0,94,1.23630872097759,0.00290614750618857
83,0,95,1.19951108903128,0.00288154334160775
83,0,96,1.16009770642024,0.00285068587336095
83,0,97,1.11813183192766,0.00281352179556165
83,0,98,1.07366470893927,0.00276998558859887
83,0,99,1.02673832090372,0.00272000167108754
83,0,100,0.977388199236441,0.00266348697473908
83,0,101,0.925646277376179,0.00260035399445055
83,0,102,0.871543785271072,0.00253051438577588
83,0,103,0.815114179827002,0.00245388321205241
83,0,104,0.756396110044069,0.00237038399019831
83,0,105,0.695436423316777,0.0022799547583479
83,0,106,0.632293237530954,0.00218255550911176
83,0,107,0.567039146188839,0.00207817753300379
83,0,108,0.499764727468197,0.00196685555997511
83,0,109,0.430582798803992,0.00184868419153563
83,0,110,0.359634644415725,0.00172384121617382
83,0,111,0.287102096646826,0.00159262247712765
83,0,112,0.213240501190914,0.00145549704206756
83,0,113,0.138513650909401,0.00131319980030294
83,0,114,0.0646695416653548,0.00116689659159001
83,0,115,0.0306276037806052,0.00101849710989928
83,0,116,0.0988542124987404,0.000871281876723122
83,0,117,0.175546873409103,0.00073120225693029
83,0,118,0.25296849265436,0.000609459077822124
83,0,119,0.330136377410532,0.000526078924369192
83,0,120,0.406505389409851,0.000507397999521332
83,0,121,0.481602226703994,0.00056544319496972
83,0,122,0.554963747936493,0.000684787946059496
83,0,123,0.626123312065771,0.000842236279725268
83,0,124,0.694609491583382,0.00102175956008217
83,0,125,0.759949263411934,0.0012142020543543
83,0,126,0.821673372557366,0.00141420126252993
83,0,127,0.879323039499259,0.00161827509458522
83,0,128,0.93245764301973,0.00182387391192724
83,0,129,0.980663166542756,0.00202892036370059
83,0,130,1.02356124685888,0.00223157972423302
83,0,131,1.06081867373018,0.0024301416788337
83,0,132,1.09215718056999,0.00262295868638208
83,0,133,1.11736334908367,0.00280841471962522
83,0,134,1.13629842753658,0.00298491128446727
83,0,135,1.14890783329861,0.00315086384405958
83,0,136,1.15523007346212,0.00330470485706655
83,0,137,1.15540476846697,0.00344489122795449
83,0,138,1.14967939621061,0.00356991481386766
83,0,139,1.13841427888444,0.00367831509716569
83,0,140,1.1220852004157,0.00376869339335477
83,0,141,1.10128285752281,0.00383972811318412
83,0,142,1.07670810615772,0.00389019068439479
83,0,143,1.04916167881523,0.00391896179032277
83,0,144,1.01952676573625,0.00392504761496119
83,0,145,0.988742690284301,0.00390759580644024
83,0,146,0.957768077876724,0.00386591088891534
83,0,147,0.927532728458986,0.00379946887033219
83,0,148,0.898879182222764,0.00370793081332951
83,0,149,0.872497846362427,0.00359115516142948
83,0,150,0.848863122712234,0.00344920864644039
83,0,151,0.828181051942104,0.0032823756522768
83,0,152,0.810359809881849,0.00309116598847435
83,0,153,0.795011554818414,0.00287632116250313
83,0,154,0.7814878123997,0.00263881950105047
83,0,155,0.768942990058876,0.00237988102604772
83,0,156,0.756414843388636,0.00210097430554173
83,0,157,0.742908866226662,0.0018038309941794
83,0,158,0.727475587597533,0.00149048447551486
83,0,159,0.709273904083652,0.00116338841163373
83,0,160,0.687617833208885,0.000825860310759885
83,0,161,0.662007175158615,0.000484506435303561
83,0,162,0.632144211934897,0.000181493977843441
83,0,163,0.597939060469545,0.00030144416487323
83,0,164,0.559506113922441,0.000644089335063128
83,0,165,0.517153557608296,0.00100135919696193
83,0,166,0.471367479585096,0.00135776824051252
83,0,167,0.422791723393877,0.00170809604168142
83,0,168,0.372204380853661,0.00204860000971147
83,0,169,0.32049168619599,0.00237595034975541
83,0,170,0.26862003095692,0.00268700935212966
83,0,171,0.217606872541895,0.00297878421391507
83,0,172,0.168491536399712,0.00324842935620862
83,0,173,0.122307726759583,0.0034932658664889
83,0,174,0.0800633652935743,0.00371080737274435
83,0,175,0.0427614098555225,0.00389878804880417
83,0,176,0.0120964886476147,0.0040551906545402
83,0,177,0.016201186972632,0.00417827337217516
83,0,178,0.0341422574281681,0.00426659457223029
83,0,179,0.0452314842206324,0.00431903482690347
83,0,180,0.0488163040349285,0.00433481559863067
84,0,0,50.1624448082768,0.00358690704600818
84,0,1,50.0670490559232,0.00342848153308956
84,0,2,49.7815461856232,0.00323220485589633
84,0,3,49.3091448232956,0.00300133024978092
84,0,4,48.6551378670665,0.00274009111433818
84,0,5,47.8268205470877,0.00245407686969981
84,0,6,46.8333782532156,0.00215100145568871
84,0,7,45.6857465813516,0.00184231545682251
84,0,8,44.3964466193663,0.00154659801543313
84,0,9,42.9793989690023,0.00129598601450477
84,0,10,41.44972036262,0.00114267486494804
84,0,11,39.8235069654885,0.00114316197984258
84,0,12,38.1176085380619,0.00130612425253426
84,0,13,36.349397550109,0.0015849768552921
84,0,14,34.5365370697685,0.00192883298238244
84,0,15,32.6967507731497,0.00230482795829441
84,0,16,30.8475977094159,0.00269383884280456
84,0,17,29.006253488486,0.00308417690136262
84,0,18,27.1892983188951,0.003468044563207
84,0,19,25.4125108248523,0.00383980832704363
84,0,20,23.6906648896249,0.00419515550007072
84,0,21,22.0373251035502,0.0045306653733324
84,0,22,20.4646351410047,0.0048435793389927
84,0,23,18.9830932541025,0.00513167004823925
84,0,24,17.6013111082604,0.00539316158697121
84,0,25,16.3257576985162,0.00562667663372403
84,0,26,15.1605001708034,0.00583119812765031
84,0,27,14.1069679615858,0.00600603879209017
84,0,28,13.1637832011757,0.00615081490379763
84,0,29,12.3267128091863,0.0062654223453691
84,0,30,11.5887976257232,0.00635001389381407
84,0,31,10.9406941240523,0.00640497721467482
84,0,32,10.3712248100348,0.00643091332449769
84,0,33,9.86808518081415,0.00642861544852377
84,0,34,9.41861639212339,0.00639904828939779
84,0,35,9.01053946447059,0.00634332776730486
84,0,36,8.63256299001384,0.00626270131077964
84,0,37,8.27481256649743,0.00615852878207086
84,0,38,7.92907083866655,0.00603226411854797
84,0,39,7.58884894827582,0.00588543776646949
84,0,40,7.24932771195044,0.00571963997864548
84,0,41,6.90721109703272,0.00553650504481118
84,0,42,6.56053007875262,0.00533769652436355
84,0,43,6.20842651185741,0.00512489355652168
84,0,44,5.85093765507504,0.00489977833489089
84,0,45,5.48879425923398,0.00466402485399306
84,0,46,5.12323927932901,0.00441928906820505
84,0,47,4.75587022843101,0.00416720065624654
84,0,48,4.38850560762551,0.00390935666723821
84,0,49,4.02307432198314,0.0036473174583106
84,0,50,3.66152618311179,0.00338260555300494
84,0,51,3.30576124364815,0.00311670841847972
84,0,52,2.95757562716368,0.00285108679453218
84,0,53,2.61862159030215,0.00258719133360343
84,0,54,2.29037970989007,0.00232649236960566
84,0,55,1.97414128556668,0.00207053152096298
84,0,56,1.67099927220176,0.00182101141775179
84,0,57,1.38184631913511,0.00157995506560046
84,0,58,1.10737887589601,0.00134999732917885
84,0,59,0.84810716286829,0.00113493207402005
84,0,60,0.604373758154432,0.000940737950137391
84,0,61,0.376400250642957,0.000777325405463518
84,0,62,0.164577166725021,0.000660351729222498
84,0,63,0.0392265610781156,0.00060847279394944
84,0,64,0.216326157211719,0.000629488189383955
84,0,65,0.382729618505106,0.000709607820150751
84,0,66,0.534920097230939,0.000825615259908664
84,0,67,0.673227361889401,0.000959343802089681
84,0,68,0.798181537143372,0.00109991548645214
84,0,69,0.910383795476217,0.00124125230755781
84,0,70,1.01047476310523,0.00137993327927922
84,0,71,1.09911805229176,0.00151398088196685
84,0,72,1.17698829376374,0.00164222679920973
84,0,73,1.2447613856965,0.00176397735804719
84,0,74,1.3031062857598,0.00187883024940811
84,0,75,1.35267808074665,0.00198656933464321
84,0,76,1.39411218946935,0.00208710128043542
84,0,77,1.42801959384153,0.00218041553407389
84,0,78,1.45498300641402,0.00226655786532416
84,0,79,1.47555388771639,0.00234561211396039
84,0,80,1.49025022962079,0.00241768709681744
84,0,81,1.49955502373676,0.00248290688569439
84,0,82,1.50391533726425,0.00254140337335355
84,0,83,1.50374192292504,0.00259331045355315
84,0,84,1.49940929447888,0.00263875938446704
84,0,85,1.49125620475471,0.00267787505378996
84,0,86,1.47958646890571,0.00271077295727112
84,0,87,1.46467008155683,0.00273755676258763
84,0,88,1.44674458249271,0.00275831637020998
84,0,89,1.42601663139538,0.00277312640991484
84,0,90,1.40266375776424,0.00278204513056559
84,0,91,1.37683625743796,0.00278511365455618
84,0,92,1.34865921200758,0.00278235557885379
84,0,93,1.31823461179747,0.00277377691304822
84,0,94,1.28564356694411,0.00275936635203506
84,0,95,1.25094859438354,0.00273909588769342
84,0,96,1.21419597123573,0.00271292177055604
84,0,97,1.17541814712935,0.00268078583972212
84,0,98,1.13463620942899,0.00264261724769216
84,0,99,1.09186239610469,0.00259833461736492
84,0,100,1.04710265112239,0.00254784868246679
84,0,101,1.00035921674356,0.00249106548214624
84,0,102,0.95163325602415,0.00242789020854071
84,0,103,0.900927497129984,0.00235823184790836
84,0,104,0.848248888891351,0.00228200881969534
84,0,105,0.793611254388089,0.00219915591758211
84,0,106,0.737037926427726,0.00210963301607806
84,0,107,0.6785643458028,0.00201343626737854
84,0,108,0.618240600676326,0.00191061295153503
84,0,109,0.556133884403204,0.00180128189813604
84,0,110,0.492330852106629,0.00168566273599293
84,0,111,0.426939870347387,0.00156411967036084
84,0,112,0.360093200819399,0.00143723008439996
84,0,113,0.29194931659452,0.00130589715951558
84,0,114,0.222696169914786,0.00117154327909846
84,0,115,0.152559466061524,0.00103645553866021
84,0,116,0.0818485628106114,0.000904417792376369
84,0,117,0.0126368433595168,0.000781844058013956
84,0,118,0.0615986492416964,0.000679526423591892
84,0,119,0.132543459395524,0.000613886567007596
84,0,120,0.20310685021901,0.000603102398860717
84,0,121,0.272791587758669,0.000655007312506365
84,0,122,0.341188272859674,0.000760725726176237
84,0,123,0.407887787361956,0.000904292812292684
84,0,124,0.472474424262791,0.0010723795074679
84,0,125,0.534528592346415,0.0012561424775827
84,0,126,0.593632149685647,0.00144990729486663
84,0,127,0.649375031511585,0.00164983387207858
84,0,128,0.701362783536542,0.00185309089704073
84,0,129,0.749224823116649,0.00205739776613613
84,0,130,0.792623296804603,0.00226077454342247
84,0,131,0.83126240102301,0.00246140430389368
84,0,132,0.864898012565227,0.00265755688089167
84,0,133,0.893347445418973,0.00284754728612521
84,0,134,0.916499111048965,0.0030297145465237
84,0,135,0.934321808611347,0.00320241312609157
84,0,136,0.946873305213754,0.00336401247353086
84,0,137,0.954307777959038,0.00351290205185022
84,0,138,0.956881571423763,0.00364750020828633
84,0,139,0.954956568997508,0.00376626580847204
84,0,140,0.949000280868941,0.00386771188398338
84,0,141,0.939581523939744,0.00395042073193284
84,0,142,0.927360342914565,0.00401306001692418
84,0,143,0.913070673465422,0.00405439949208845
84,0,144,0.897494314774558,0.00407332799611867
84,0,145,0.881425260408731,0.00406887040861168
84,0,146,0.865624556179458,0.00404020426351736
84,0,147,0.850767740441482,0.00398667573459284
84,0,148,0.837389421189389,0.00390781472027332
84,0,149,0.825832039946288,0.0038033487705062
84,0,150,0.816207317986787,0.00367321561673563
84,0,151,0.808378207029044,0.00351757409079332
84,0,152,0.801965980591108,0.00333681325295873
84,0,153,0.796382190312643,0.00313155960189238
84,0,154,0.790880316414895,0.00290268232709313
84,0,155,0.784618819593522,0.00265129672934565
84,0,156,0.776726756118698,0.00237876628201167
84,0,157,0.766364735346654,0.00208670463181454
84,0,158,0.752776654048394,0.001776981073762
84,0,159,0.735330233747036,0.00145174009774683
84,0,160,0.713546281963127,0.00111347291658652
84,0,161,0.687117661472109,0.000765321159799822
84,0,162,0.655919351624033,0.000413044420877448
84,0,163,0.620010981497748,0.000113411244995214
84,0,164,0.5796330289245,0.000350594350835081
84,0,165,0.535197657026159,0.000708913717742859
84,0,166,0.487274974770332,0.00106982448855922
84,0,167,0.436575386367348,0.00142562210058914
84,0,168,0.383928637027676,0.00177224642927455
84,0,169,0.330260162121411,0.00210624371297575
84,0,170,0.276565401523998,0.0024243750558336
84,0,171,0.223882879335191,0.00272354764097488
84,0,172,0.173267210460949,0.00300081637393336
84,0,173,0.125764411049656,0.00325340610263111
84,0,174,0.0823975097695138,0.00347874062403899
84,0,175,0.044211381615378,0.00367447355772652
84,0,176,0.0132438573617507,0.00383851885814657
84,0,177,0.0169699208285454,0.00396907969151233
84,0,178,0.0350522326959917,0.00406467479165297
84,0,179,0.0463456361758076,0.00412416159594471
84,0,180,0.0500121318495229,0.00414675557506127
85,0,0,51.8451134385413,0.00321026543400557
85,0,1,51.7454644760981,0.00300762966832506
85,0,2,51.4472752615683,0.00276473192111615
85,0,3,50.9538241351033,0.00248403919971856
85,0,4,50.2705175070245,0.00216843410530168
85,0,5,49.4048038748349,0.00182116847479286
85,0,6,48.3660561400724,0.00144581755505438
85,0,7,47.1654248269845,0.00104625001620419
85,0,8,45.815665419452,0.000626708719214118
85,0,9,44.3309435552576,0.000193822060122256
85,0,10,42.7266222323577,0.00026317638986659
85,0,11,41.0190354773335,0.000716969140123198
85,0,12,39.2252530909626,0.00117614642365893
85,0,13,37.362841110967,0.00163510820367215
85,0,14,35.4496225095005,0.00208971150702413
85,0,15,33.5034423647704,0.00253613583302687
85,0,16,31.5419413026534,0.00297081685892559
85,0,17,29.582340382492,0.00339045716942977
85,0,18,27.6412397845818,0.00379204624860166
85,0,19,25.7344326249331,0.00417287852058907
85,0,20,23.8767339568922,0.00453056679944705
85,0,21,22.0818235149105,0.00486305051983407
85,0,22,20.3620990518563,0.00516859877085918
85,0,23,18.7285353521542,0.00544580843383736
85,0,24,17.1905424841803,0.0056935978704782
85,0,25,15.7558161983863,0.00591119669279366
85,0,26,14.4301745964565,0.00609813219323591
85,0,27,13.2173796930284,0.00625421303318886
85,0,28,12.118951704076,0.00637951078528689
85,0,29,11.1339983521919,0.00647433990370832
85,0,30,10.2590992046752,0.00653923666053959
85,0,31,9.48830005007851,0.00657493753821851
85,0,32,8.8132748518245,0.00658235751243703
85,0,33,8.223693606868,0.00656256859897004
85,0,34,7.70779210193746,0.00651677897597405
85,0,35,7.25308618149121,0.00644631293267544
85,0,36,6.84713090969066,0.00635259183874942
85,0,37,6.47821337625779,0.00623711627867635
85,0,38,6.13589082636362,0.00610144945288718
85,0,39,5.81133017235336,0.00594720191496272
85,0,40,5.49745069416174,0.00577601769135771
85,0,41,5.18890390579645,0.00558956181901704
85,0,42,4.88193857127421,0.00538950933680156
85,0,43,4.57419820256178,0.00517753578033361
85,0,44,4.26448957053754,0.00495530925832322
85,0,45,3.95254948786513,0.00472448423470819
85,0,46,3.63882681519705,0.00448669720908213
85,0,47,3.32428870079969,0.00424356458649051
85,0,48,3.01025462589602,0.0039966831674409
85,0,49,2.69825846411076,0.00374763388848305
85,0,50,2.38993691284168,0.00349798972892381
85,0,51,2.08694183850191,0.00324932910770794
85,0,52,1.79087399102647,0.00300325667442029
